,0
IT,1.000158272782281
ITW,0.9990453606373987
IVZ,0.9993905266022527
J,0.9992574976183349
JBHT,0.9993576280539548
JCI,0.9993114433801077
JKHY,0.9987318505669976
JNJ,0.9989410425011597
JNPR,0.9992092647698003
JPM,0.9994359653980436
K,0.9987413396330727
KDP,0.9990406036953308
KEY,0.9989511220062642
KEYS,0.9991527422051519
KHC,0.9989836997536516
KIM,0.9996308335283379
KLAC,1.0002669111050495
KMB,0.9985926709223587
KMI,0.9994613757623435
KMX,0.9987285578046257
KO,0.9990698792929622
KR,0.9993136967879263
L,0.9994920544094971
LDOS,0.9989107178428355
LEN,0.9994187249116183
LH,0.9991311266882971
LHX,0.9988663528924493
LIN,0.9994452147058139
LKQ,0.9996317873412408
LLY,1.000686550978005
LMT,0.9990416194365943
LNT,0.9987551391040933
LOW,0.9992028712977488
LRCX,0.9999970560126671
LUV,0.9986251446739717
LVS,0.9992171827925107
LW,0.9992716841042055
LYB,0.9994278142051962
LYV,0.9995499880359691
MA,0.9989922077606865
MAA,0.9990297395357569
MAR,0.9998635072532392
MAS,0.9988625361877136
MCD,0.9990556769763032
MCHP,0.9995562447472722
MCK,1.000204762347687
MCO,0.9989300478733627
MDLZ,0.9990628982192264
MDT,0.9984987152887008
MET,0.9995688612835044
META,0.999219019872842
MGM,0.9999221742318939
MHK,0.9988124658815357
MKC,0.9985677053448352
MKTX,0.9979580060828991
MLM,0.9995847631211435
MMC,0.9994430030239064
MMM,0.9982235930270713
MNST,0.9992580518262862
MO,0.999115967340985
MOH,0.9994328312965559
MOS,1.0000931650681277
MPC,1.001217013429863
MPWR,0.9999519114202259
MRK,0.9993084411432956
MRNA,1.0002389728965522
MRO,1.0017691627938072
MS,0.9996715397160063
MSCI,0.9994331911852367
MSFT,0.9994043903534029
MSI,0.9995698293746045
MTB,0.9993980591173132
MTCH,0.9978227432470939
MTD,0.9990253774955038
MU,0.9993964636510096
NCLH,0.9994505923382028
NDAQ,0.9990900530260971
NDSN,0.999009708705366
NEE,0.9987303155357149
NEM,0.9982849486108875
NFLX,0.9988047071741301
NI,0.9991091924856097
NKE,0.9985624124221987
NOC,0.999257007394701
NOW,0.9991307303980503
NRG,0.9992444615163864
NSC,0.9987885353152436
NTAP,0.9997160469682288
NTRS,0.9988529722636535
NUE,1.0007827273710856
NVDA,1.0008967498103605
NVR,0.9992776621434128
NWS,0.999390648533154
NWSA,0.9993542405443334
NXPI,0.999572877082784
O,0.9987575005421339
ODFL,0.9999123805946799
OKE,1.000319786578989
OMC,0.9995309089045861
ON,1.0010393574267935
ORCL,0.999763610605369
ORLY,0.9997290229339824
OTIS,0.9991367863290647
OXY,1.0017224604686894
PANW,1.0004301364862256
PARA,0.99847703767605
PAYC,0.9987489786919642
PAYX,0.9993828244644132
PCAR,0.9993798223597417
PCG,0.9995310292662524
PEAK,0.9984363891437004
PEG,0.9989277426570395
PEP,0.999122138277913
PFE,0.9989881250857899
PFG,0.9997757798188062
PG,0.9988996222706714
PGR,0.9992962876002491
PH,0.999709004668437
PHM,0.9996195304873584
PKG,0.999252469681178
PLD,0.9990365688552247
PM,0.9992060743949028
PNC,0.9990369543478677
PNR,0.9993508435105642
PNW,0.9988752990486428
PODD,0.9987555128721828
POOL,0.9990102012552026
PPG,0.9989855744991765
PPL,0.9987045386089247
PRU,0.9994498211770455
PSA,0.9991265545053788
PSX,1.000171637022679
PTC,0.9995934771139681
PWR,1.0006060053965606
PXD,1.0005440948750137
PYPL,0.9974055359450099
QCOM,0.9988875783543033
QRVO,0.998528267428956
RCL,0.9998385791478165
REG,0.9995539021448064
REGN,0.9992483871610288
RF,0.9996057887893784
RHI,0.9993210843825355
RJF,0.999854691173913
RL,0.9996786030516632
RMD,0.9987933860343147
ROK,0.99918002102985
ROL,0.9989171840512676
ROP,0.9990025001385022
ROST,0.9992026708810601
RSG,0.9993716117028805
RTX,0.9993558071409419
RVTY,0.9986507820103289
SBAC,0.998273852393416
SBUX,0.9989753878662155
SCHW,0.9995999368560826
SEDG,0.9987630198742727
SEE,0.99859903165913
SHW,0.9990313138665026
SJM,0.9990688007577682
SLB,1.000854078318892
SNA,0.9996392136326664
SNPS,0.9998251813438805
SO,0.9990921113724693
SPG,0.9997902344692423
SPGI,0.9988303177536477
SRE,0.9991691201981375
STE,0.9991429595914367
STLD,1.0007105859051297
STT,0.9991226758758576
STX,0.9994613743023948
STZ,0.9992541739866468
SWK,0.9980743349147518
SWKS,0.9984950220627941
SYF,0.999219856046936
SYK,0.9991492837240419
SYY,0.9990272945139688
T,0.9984776150625229
TAP,0.9996766897259549
TDG,0.9996162340120828
TDY,0.9991023844082437
TECH,0.999191226673822
TEL,0.999156991360715
TER,0.9993446936659578
TFC,0.998542581384187
TFX,0.9982212043296579
TGT,0.9986101333543679
TJX,0.999447198758073
TMO,0.9990053115114885
TMUS,0.998974476180398
TPR,1.0000037701160909
TRGP,1.0013026819275086
TRMB,0.9989066033541689
TROW,0.9986875768535065
TRV,0.9993162538837972
TSCO,0.9994045731637347
TSLA,1.000006840601237
TSN,0.9987529297245457
TT,0.9994365645803014
TTWO,0.9986434164735908
TXN,0.9990981203179269
TXT,0.9998274494673803
TYL,0.9989048993758222
UAL,0.9995252822633953
UDR,0.9990122525925664
UHS,0.9990429466808541
ULTA,0.9997533382392438
UNH,0.9993941652027664
UNP,0.9989680035088434
UPS,0.9988848834280145
URI,1.000087276890529
USB,0.9989442948466678
V,0.9990006615922653
VFC,0.9972702120694502
VICI,0.999208526052461
VLO,1.000736102115147
VMC,0.9993782024492186
VRSK,0.9990999174557219
VRSN,0.9987444458216751
VRTX,0.9991675078168533
VTR,0.9988568930887606
VTRS,0.99859068114788
VZ,0.99809373233798
WAB,0.9995716430299039
WAT,0.9991942063283759
WBA,0.9985475317248043
WBD,0.9984804387639572
WDC,0.9991434535488797
WEC,0.998633026455664
WELL,0.9993964924075127
WFC,0.9996970333114064
WHR,0.9984628222553587
WM,0.9992068394641466
WMB,0.9997746017142887
WMT,0.9989093086786455
WRB,0.9993533689306786
WRK,0.9987411672201856
WST,0.9992761721138947
WTW,0.9987336716975512
WY,0.9990791313575508
WYNN,0.9994390103929766
XEL,0.9985213919304233
XOM,1.0006527548455961
XRAY,0.9986320502818589
XYL,0.9990188018047127
YUM,0.9992027745445599
ZBH,0.9986037725881791
ZBRA,0.9989252390105877
ZION,0.9993747794769378
ZTS,0.9989241296287142
